customer_key;customer;customer_type;phone;address_number;customer_address_1;customer_address_2;customer_address_3;customer_address_4;division;division_name;line_of_business;business_family;business_unit;regional_sales_mgr;search_type;zip_code
10013052;GammaGraphX Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10000473;Aaron Supermarket;G2;816-455-8733;10000473;3290 Monier Circle #100;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;95742
10024260;Sigma Supermarket;G2;816-455-8733;10024260;PO Box 13056;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;99213-3056
10023022;Renaissance Supermarket;G3;816-455-8733;10023022;18412 96 Avenue;Não informado;Não informado;Não informado;1;International;Não informado;R2;1;S8;C;V4N 3P8
10009985;E Supermarket;G2;816-455-8733;10009985;PO Drawer 40;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;84084
10019880;Litton Supermarket;G2;816-455-8733;10019880;New York PDC #20;Attention  Accounts Payable;PO Box 6750;Não informado;2;Domestic;Não informado;O2;1;S12;C;08873-6750
10000472;Aaron Store;G2;816-455-8733;10000472;8000 Haskell Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S4;C;91406
10015267;Helfand Store;G1;816-455-8733;10015267;5750 Ringe;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10020662;Nematron Shop;G1;816-455-8733;10020662;Kelapa Gading Kirana;Blok H13 Number 30-31;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10024010;Screaming Market;G2;816-455-8733;10024010;Attention:  Accounts Payable;300 East Norway Avenue;Não informado;Não informado;2;Domestic;Não informado;R2;1;S3;C;57301-7064
10012422;Finishing Shop;G2;816-455-8733;10012422;PO Box 510;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;35137
10025022;Take Supermarket;G1;816-455-8733;10025022;Bromley St Lye Stourbridge;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;DY9 8HS
10017638;Kellys Gigastore;G2;816-455-8733;10017638;Advance Auto Parts;Attn  Merchandise Accts. Payable;P.O. Box 2710;Não informado;2;Domestic;Não informado;R3;1;S16;C;24001
10024248;Sifton Supermarket;G2;816-455-8733;10024248;9440 North Whitaker Road;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;97217
10018363;Jones Stores;G1;816-455-8733;10018363;EDIF N 4141;Apdo Postal 642 Zona 9-A;Não informado;Não informado;1;International;M1;R3;1;S18;C;Não informado
10021297;PageSites Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10015886;Hewlett Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10024550;Southwire Store;G2;816-455-8733;10024550;PO Box 2017;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S9;C;54913
10017290;Id Shop;G1;816-455-8733;10017290;Transversal 49 No. 102-00;Não informado;Não informado;Não informado;1;International;M1;R3;1;S16;C;Não informado
10016780;iBEAM Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S18;C;""
10018352;Johnson Store;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S5;C;""
10013252;Gate Shop;G2;816-455-8733;10013252;Dallas PDC #15;Attention  Accounts Payable;PO Box 167728;Não informado;2;Domestic;Não informado;O2;1;S12;C;75016-7728
10021231;Packard Supermarket;G2;816-455-8733;10021231;PO Box 460;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S9;C;46540
10023785;Satyam Shop;G2;816-455-8733;10023785;Defense Const. Supply Center;PO Box 16791;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;43216
10002765;Active Store;G2;816-455-8733;10002765;4760 NW 165th Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;33014
10022167;Quallaby Megaplace;G1;816-455-8733;10022167;PO Box 10361;Não informado;Não informado;Não informado;1;International;M1;R3;1;S16;C;Não informado
10004302;Berkeley Supermarket;G2;816-455-8733;10004302;9555 Airline Highway;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S1;C;70815
10000460;Meals Market;G2;816-455-8733;10000460;709 Rivergate Parkway;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;37072
10014471;Harts Superstore;G3;816-455-8733;10014471;2916-21st Street Northeast;Não informado;Não informado;Não informado;1;International;Não informado;R1;1;S2;C;T2E 6Z2
10000457;A&G Shop;G1;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S1;C;""
10014043;Guarantee Supermarket;G1;816-455-8733;10014043;Rinconada De La Floresta 1137;Rinconada Del Bosque CP;Não informado;Não informado;1;International;M1;R3;1;S18;C;44530
10007258;C3I Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10023783;Saturnus Supermarket;G2;816-455-8733;10023783;PO Box 7647;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;71611-7647
10022490;Racal-Datacom Shop;G2;816-455-8733;10022490;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;66282-2990
10011052;Elucidex Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10022183;Quantex Supermarket;G2;816-455-8733;10022183;1760 C Airport Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;80424
10009863;Deere Store;G1;816-455-8733;10009863;PO Box 065;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10025291;Trend Market;G2;816-455-8733;10025291;217 West 3rd Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;44622
10022732;RC Market;G2;816-455-8733;10022732;PO Box 900;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;33851
10005043;Bezeq Shop;G1;816-455-8733;10005043;Paseo Colon Calles 34-36;Não informado;Não informado;Não informado;1;International;M1;R3;1;S18;C;Não informado
10020449;Nancy Supermarket;G1;816-455-8733;10020449;Attention: Rodrigo Yrarrazaval;Jose M Infante 2320 Nunoa;Não informado;Não informado;1;International;M1;R3;1;S16;C;Não informado
10016334;Hobart Store;G2;816-455-8733;10016334;Attention Accounts Payable Department;PO Box 12990;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;66282-2990
10014739;Haz-Mat Store;G2;816-455-8733;10014739;Division of Parkhurst;15051 E Admiral Place;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;74116
10007123;C Supermarket;G2;816-455-8733;10007123;PO Box 194255;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;72219
10018867;Kari Supermarket;G2;816-455-8733;10018867;2400 R E O Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;48507
10007121;C Market;G2;816-455-8733;10007121;5711 West 36th Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;55416
10016548;Home Superstore;G2;816-455-8733;10016548;4700 Rangeline Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;36619
10009633;Dan Store;G2;816-455-8733;10009633;Não informado;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S16;C;Não informado
10010912;edit.nl Shop;G2;816-455-8733;10010912;PO Box 849;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;72902-0849
10025305;Ubicco Shop;G2;816-455-8733;10025305;4260 North Nevada Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;80907
10026062;Venable Shop;G2;816-455-8733;10026062;2301 Central Parkway;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;77092
10021107;P.C.G. Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10002489;ACT Supermarket;G2;816-455-8733;10002489;PO Box 266;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;30180-0266
10025242;Teamsolve Shop;G1;816-455-8733;10025242;Parts Division;140-2 Kye-Dong;Chongro-Ku;Não informado;1;International;Não informado;O2;1;S1;C;110-793
10025062;TargetedListings Shop;G2;816-455-8733;10025062;731 North Beford Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;10507
10016113;Hill Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;C;""
10025296;Trust Supermarket;G2;816-455-8733;10025296;666  South Thompson Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;53590-2553
10000499;ABSolute Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10021286;PagePoint Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10012161;Filetron Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10023489;Robust Store;G2;816-455-8733;10023489;3248 Auburn Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;95821
10021331;Palo Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;C;""
10025086;Tartanchase Shop;G1;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S1;C;""
10012235;Fimetrics Supermarket;G3;816-455-8733;10012235;PO Box 1005;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;R3C 2W7
10027050;Your Market;G2;816-455-8733;10027050;3204 W Mill Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;53209
10020927;Outbreak Shop;G2;816-455-8733;10020927;One Cabela Drive;Attention: Accounts Payable;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;69160
10027082;ySecret Shop;G3;816-455-8733;10027082;9111 41 Avenue;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;T6E 5V2
10015793;Hetrick Supermarket;G2;816-455-8733;10015793;3248 Auburn Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;95821
10001786;Acara Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10009642;David Store;G2;816-455-8733;10009642;812 Draper Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;60432
10021111;P.C'S Shop;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S5;C;""
10025289;Tredegar Market;G2;816-455-8733;10025289;3631 South Bagley Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S4;C;93725
10020868;One Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10024725;Stone Market;G2;816-455-8733;10024725;PO Box 174;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;75951
10020080;Lucky Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10024880;Sun Supermarket;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S8;C;""
10025246;TECC Shop;G3;816-455-8733;10025246;515 Oak Point Highway;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;R2R 1V2
10020491;Nbase Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S16;C;""
10007577;Cam-Built Supermarket;G2;816-455-8733;10007577;2621 State Route 57;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;8886
10003882;Beech Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10021184;Pacific Supermarket;G2;816-455-8733;10021184;14312 Stenbock Way NE #F;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;97002
10004602;Best Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10026038;Velos Supermarket;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10009654;DCS Store;G2;816-455-8733;10009654;904 Billy Mitchell Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;78521
10022252;Quantum Supermarket;G2;816-455-8733;10022252;13907 S Kostner Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;60445-2205
10011355;Enterprises Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10023212;Reuters Supermarket;G2;816-455-8733;10023212;c/o Tom's Bronco Parts;2294 Sage Road;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;97501
10027348;Zephyr Shop;G2;816-455-8733;10027348;6501 Adamo Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;I;33619
10019400;Keystar Superstore;G2;816-455-8733;10019400;861 West US Highway 30;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;46385
10025288;Transylvania Supermarket;G1;816-455-8733;10025288;Kirchstrasse 39;FL 9490 Vaduz;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10021222;Pacifico's;G2;816-455-8733;10021222;14296 South Pony Express Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;84065
10021305;Pallister Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10023471;Road Warriors;G2;816-455-8733;10023471;915 West 42nd;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;79764
10008596;Capitolnet Supermarket;G2;816-455-8733;10008596;PO Box 578;Não informado;Não informado;Não informado;2;Domestic;Não informado;R4;1;S18;C;71075
10010884;EDC Supermarket;G3;816-455-8733;10010884;170 Industrial Boulevard;Não informado;Não informado;Não informado;1;International;M1;R3;1;S5;C;J4B 2X3
10025237;Team Supermarket;G3;816-455-8733;10025237;Central Accounting Service;PO Box 2900;Não informado;Não informado;1;International;Não informado;O2;1;S1;C;L6J 5E6
10026294;Wasabi Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10021750;Paul Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;I;""
10010970;EDP Shop;G2;816-455-8733;10010970;1477 E Highway 356;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;75060
10026521;Xcert Shop;G1;816-455-8733;10026521;97 Banawe Street;Não informado;Não informado;Não informado;1;International;M1;R3;1;S20;C;1114
10020227;MaxBan Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10026581;Xetron Shop;G2;816-455-8733;10026581;PO Box 22249;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;31403
10013472;GE Market;G2;816-455-8733;10013472;3343 Shelby Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;46227
10006037;Bigelow Store;G1;816-455-8733;10006037;7225 NW 25th Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;33122
10018146;J.M. Supermarket;G3;816-455-8733;10018146;Box 1178;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S8;C;T0L 0Z0
10019194;Kerite Company;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S14;C;""
10002144;ACCUCOMP Shop;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S8;C;""
10012305;FIND/SVP Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S9;C;""
10013039;Gamma Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10018644;Kabbalah Shop;G2;816-455-8733;10018644;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;66282-2990
10015783;Hershey Supermarket;G2;816-455-8733;10015783;Attention: Anna Markert;3111 W Allegheny Avenue;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;I;19132
10014264;Harbour Store;G2;816-455-8733;10014264;1935 S Campbell;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;65898
10021160;Pacific Gigaplace;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10020193;Maui Store;G2;816-455-8733;10020193;Não informado;Não informado;Não informado;Não informado;1;International;Não informado;R2;1;S5;C;Não informado
10013341;Gatierf Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S2;C;""
10024255;Sigma Shop;G2;816-455-8733;10024255;Division Of Pontiac Michigan;17575 PP-CPDC;1251 Joslyn Road Dock 4;Não informado;2;Domestic;Não informado;O2;1;S12;C;48340-2956
10015824;Heurikon Shop;G2;816-455-8733;10015824;PO Box 7005;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;46634-7005
10000453;A Supermarket;G1;816-455-8733;10000453;Não informado;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S19;C;Não informado
10000497;Abplus Shop;G1;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10009697;Debian Shop;G2;816-455-8733;10009697;4455 Dardanelle Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;I;32808
10021911;PING Shop;G1;816-455-8733;10021911;PO Box 2187;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S19;C;38803-2187
10020492;NBTel Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10024499;Soloman Market;G2;816-455-8733;10024499;8302 Jet Pilot;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;77075
10019109;KentISP Shop;G2;816-455-8733;10019109;Sacramento PDC #13;Attention  Accounts Payable;PO Box 15279 C;Não informado;2;Domestic;Não informado;O2;1;S12;C;95851-1297
10016542;Holy Supermarket;G2;816-455-8733;10016542;Greenville PDC #23;52 Bruce Road;Não informado;Não informado;2;Domestic;Não informado;O2;1;S12;C;29605
10002140;Accton Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10027575;Zitel Shop;G2;816-455-8733;10027575;10400 Plano Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;75238
10021006;Overdreams Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10000456;A&B Shop;G3;816-455-8733;10000456;8151 Wagner Road;Não informado;Não informado;Não informado;1;International;Não informado;R1;1;S2;C;T6E 4N6
10025359;UKnames.net Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R4;1;S18;C;""
10008381;CAPCON Shop;G2;816-455-8733;10008381;10023 128th St. E #7;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;98373
10009907;Del Supermarket;G2;816-455-8733;10009907;PO Box 2143;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S9;C;42702-2143
10009645;Day Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10024999;TAGnology Shop;G2;816-455-8733;10024999;RR 2 BOX 9;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;57422-8811
10020332;Medics Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10009662;De Store;G2;816-455-8733;10009662;610 Garfield Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;19486
10026009;Vectrix Shop;G1;816-455-8733;10026009;2 Calle 25-80 Zona - 15 Vista;Hermosa II Local 2;Não informado;Não informado;1;International;M1;R3;1;S18;C;Não informado
10008134;Canter Shop;G2;816-455-8733;10008134;23308 Airpark Drive;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;23803
10025353;Total Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S5;I;""
10012885;Gainunion Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10009631;Clearout Shop;G2;816-455-8733;10009631;1477 Davril Circle;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;92880
10026336;WBM Store;G2;816-455-8733;10026336;PO Box 26;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;29202
10011981;FIBERWORKS Shop;G2;816-455-8733;10011981;PO Box 2640;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;59806
10025264;Today Shop;G2;816-455-8733;10025264;3545 South Richey Boulevard;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;85713
10022750;Ready-to-Run Shop;G2;816-455-8733;10022750;8300 Lane Drive;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;49098
10007134;C&C Shop;G2;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S1;C;""
10018665;Kaim Supermarket;G2;816-455-8733;10018665;1028 Saunders Lane;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;19380
10011821;FenP Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S5;C;""
10027340;Zentrum Market;G2;816-455-8733;10027340;63 Bridge Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;1970
10020907;Onebox Shop;G1;816-455-8733;10020907;Não informado;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S16;C;Não informado
10010914;Editor Shop;G2;816-455-8733;10010914;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;66282-2990
10002137;Accidental Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10023516;SAIC Supermarket;G2;816-455-8733;10023516;2900 Northwest 73rd Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;33147
10013332;GateMaster Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10012851;Gailey Market;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10021139;Pace Shop;G3;816-455-8733;10021139;PO Box 3382;Attention  Accounts Payable;Não informado;Não informado;2;Domestic;Não informado;R3;1;S5;C;48151
10019410;Keystone Store;G3;816-455-8733;10019410;6710 76 Avenue;Não informado;Não informado;Não informado;1;International;Não informado;R1;1;S2;C;T6B 0A8
10020982;Outsource Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10021418;Panzl Shop;G2;816-455-8733;10021418;10930 West 44th Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;80033
10019105;Kensington Market;G2;816-455-8733;10019105;6029 Mechanicsville Pike;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S1;C;23111
10013538;GEAR Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10023495;Safe Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10025508;Unimedya Shop;G3;816-455-8733;10025508;1809 Main Street;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;E1E 1H5
10020909;Onestar Shop;G2;816-455-8733;10020909;Attention: Accounts Payable Department;PO Box 8844;Não informado;Não informado;2;Domestic;Não informado;O1;1;S5;C;44711-8844
10018628;K.C. Supermarket;G2;816-455-8733;10018628;12805 SW 77th Place;Não informado;Não informado;Não informado;2;Domestic;Não informado;R2;1;S5;C;97223
10025791;Valley Market;G2;816-455-8733;10025791;PO Box 667;Não informado;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;97754
10009885;Degolyer Supermarket;G3;816-455-8733;10009885;PO Box 7100;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;R3C 3B3
10007309;Cadtex Shop;G1;816-455-8733;10007309;Limited Reg Number 28388;40 Devil's Tower Road;PO Box 176;Não informado;1;International;M1;R3;1;S19;C;Não informado
10002526;Active Shop;G1;816-455-8733;10002526;Kadaka Road 72 a;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10012328;Finder Shop;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R1;1;S5;C;""
10026365;Whites;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10025036;Tampa Market;G2;816-455-8733;10025036;1920 East Front Street;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;64139-1538
10021179;Pacific Store;G2;816-455-8733;10021179;316 Millar Avenue;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S4;C;92020
10026348;WDND Shop;G2;816-455-8733;10026348;PO Box 220;Não informado;Não informado;Não informado;2;Domestic;Não informado;O1;1;S5;C;27302
10013232;Garza Supermarket;G2;816-455-8733;10013232;PO Box 250825;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;53225
10000478;Abacus Market;G2;816-455-8733;10000478;8120 E Doyle Springs Road;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;72209
10025298;U. Supermarket;G3;816-455-8733;10025298;1111 Finch Avenue West;Unit #22;Não informado;Não informado;1;International;Não informado;R3;1;S17;C;M3J 2E5
10014779;HBO Supermarket;G2;816-455-8733;10014779;PO Box 206;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;7022
10011724;Federal Supermarket;G3;816-455-8733;10011724;300 Ingersoll Street;PO Box 1005;Não informado;Não informado;1;International;Não informado;O2;1;S1;C;N5C 4A6
10002150;Accumedic Store;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S16;C;""
10021203;Pacific Market;G2;816-455-8733;10021203;Los Angeles PDC #14;Attention   Accounts Payable;PO Box 5555;Não informado;2;Domestic;Não informado;O2;1;S12;C;92626-5555
10018371;Joy Supermarket;G1;816-455-8733;10018371;Solec 44;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10024034;Script Supermarket;G3;816-455-8733;10024034;16215 118th Avenue;Não informado;Não informado;Não informado;1;International;Não informado;R3;1;S5;C;T5V 1C7
10009643;David Store;G2;816-455-8733;10009643;4103 Holiday Drive;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S9;C;48507
10021300;PageWave Megastore;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S9;C;""
10007457;CalComp Shop;G3;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S1;C;""
10013509;Geac Shop;G2;816-455-8733;10013509;207 North Scott;Não informado;Não informado;Não informado;2;Domestic;Não informado;R3;1;S16;C;60435
10020181;Markets;G1;816-455-8733;10020181;Am Schwimmbad 8;Postfach 2008;Não informado;Não informado;1;International;M1;R3;1;S19;C;Não informado
10022962;Reflex Store;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10011546;Farrell Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10005922;Big Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10002161;ACME Maxiplace;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R2;1;S4;C;""
10021911;Ping Shop;G2;816-455-8733;10021911;Cnr Avalon Drv & Tasman Road;PO Box 20077;Não informado;Não informado;2;Domestic;M1;R3;1;S16;C;Não informado
10015789;hesketh.com Shop;G1;816-455-8733;10015789;PO Box 14311;Não informado;Não informado;Não informado;1;International;M1;R3;1;S19;C;21424
10003749;Associates Shop;G1;816-455-8733;"";"";"";"";"";1;International;M1;R3;1;S19;C;""
10024942;Tag Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;R3;1;S1;C;""
10020266;Maxwell Supermarket;G2;816-455-8733;"";"";"";"";"";1;International;Não informado;O2;1;S12;C;""
10023703;Sarcom Shop;G1;816-455-8733;10023703;DUMEN SOK. No:3 D.9;GUMUSSUYU;Takism;Não informado;1;International;M1;R3;1;S19;C;80090
